# index, name, date, _pos
44,9609071,,"array([-35.49060348,   2.60038708])"
45,9609239,1996-09-03,"array([-35.6452086 ,   2.52165538])"
46,9611137,,"array([-35.45676536,   2.56075172])"
47,9612108,,"array([-35.48276297,   2.70796962])"
48,9701162,,"array([-35.45102356,   2.7566767 ])"
49,9702094,,"array([-35.78206291,   2.35601683])"
50,9702155,,"array([-35.61658785,   2.61265118])"
51,9702198,,"array([-35.50219324,   2.55520704])"
52,9703082,,"array([-35.50826599,   2.652502  ])"
53,9703166,,"array([-35.56396836,   2.36146193])"
54,9704097,,"array([-35.60317031,   2.8257658 ])"
55,9705030,,"array([-35.41163657,   2.58682878])"
56,9705044,,"array([-35.3869787 ,   2.46544828])"
57,9705104,,"array([-35.38331102,   2.57239593])"
58,9705220,1997-05-02,"array([-35.59832882,   2.55672004])"
59,9706005,,"array([-35.53970663,   2.85795682])"
60,9707014,,"array([-35.34684807,   2.62931937])"
61,9707042,,"array([-35.34869371,   2.4404398 ])"
62,9707049,,"array([-35.60822638,   2.69876802])"
63,9710230,1997-10-03,"array([-35.50205835,   2.24289397])"
64,9711036,,"array([-35.76822827,   2.87360757])"
65,9711104,,"array([-35.72952436,   2.83082579])"
66,9712028,,"array([-35.54840428,   2.5678952 ])"
67,9712042,,"array([-35.80200371,   2.46208624])"
68,9802194,,"array([-35.51703169,   2.88385824])"
69,9805056,,"array([-35.6145777 ,   2.68542424])"
70,9805206,1998-05-01,"array([-35.53355269,   2.93851769])"
71,9806094,,"array([-35.58976504,   2.85109987])"
72,9810188,,"array([-35.52928925,   2.18193408])"
73,9811217,1998-11-02,"array([-35.55476049,   2.76790503])"
74,9905036,,"array([-35.52910167,   2.81145941])"
75,9907041,,"array([-35.5083955 ,   2.91166634])"
76,9908007,,"array([-35.49431243,   2.70834322])"
77,9908144,,"array([-35.35429216,   2.10731586])"
78,9909108,,"array([-35.64924676,   2.38656765])"
79,9909120,,"array([-35.93809321,   2.35055569])"
80,9909229,1999-09-02,"array([-35.5223375 ,   2.54175353])"
81,9910238,1999-10-05,"array([-35.5525809 ,   2.68656029])"
82,9910248,1999-10-06,"array([-35.63840442,   2.77143818])"
83,9910268,1999-10-07,"array([-35.5945877,   2.7826944])"
84,9204040,,"array([-35.68838365,   2.91183964])"
85,9203084,,"array([-35.76686095,   3.02341013])"
86,9204035,,"array([-35.72656902,   2.87228314])"
87,9205041,,"array([-35.77724129,   3.00092274])"
88,9207049,,"array([-35.96126588,   2.66596853])"
89,9207111,,"array([-35.58225067,   3.26530908])"
90,9301042,,"array([-35.60786764,   2.60447341])"
91,9301043,,"array([-35.49818176,   2.72369768])"
92,9201015,,"array([-35.07152375,   3.15373638])"
93,9201040,,"array([-35.80953859,   2.08152327])"
94,9201047,,"array([-35.35062034,   3.34194129])"
95,9202046,,"array([-35.33890524,   3.23353939])"
96,9202059,,"array([-35.26570728,   3.28105757])"
97,9202092,,"array([-35.40468315,   2.78332731])"
98,9203008,,"array([-36.17527614,   2.32015405])"
99,9203031,,"array([-35.37127183,   2.36904525])"
100,9204037,,"array([-35.36987165,   3.50664674])"
101,9204046,,"array([-34.63895615,   2.74972522])"
102,9205046,,"array([-35.11744924,   2.85081955])"
103,9205060,,"array([-34.90407666,   3.33672136])"
104,9205062,,"array([-35.15963857,   3.19092607])"
105,9205068,,"array([-35.12783144,   2.8133528 ])"
106,9206023,,"array([-36.36093797,   2.63507093])"
107,9206051,,"array([-35.61340398,   2.51715533])"
108,9206078,,"array([-35.16527416,   2.73511513])"
109,9207016,,"array([-35.06107829,   2.54401933])"
110,9208076,,"array([-35.03609872,   2.98112032])"
111,9209052,,"array([-35.13452875,   2.72370774])"
112,9210015,,"array([-35.34723659,   2.36059332])"
113,9210021,,"array([-35.64951744,   2.31877612])"
114,9210121,,"array([-35.42339937,   2.80858363])"
115,9211021,,"array([-34.67983688,   2.8598324 ])"
116,9211041,,"array([-35.05616165,   3.30469144])"
117,9212089,,"array([-35.57575133,   3.4923873 ])"
118,9301005,,"array([-35.76874851,   2.85400329])"
119,9302033,,"array([-35.56631229,   2.44897996])"
120,9302069,,"array([-35.13493406,   3.27845716])"
121,9302126,,"array([-34.78071533,   2.49540601])"
122,9303032,,"array([-34.82952008,   2.61195256])"
123,9304155,,"array([-35.39996767,   2.86561999])"
124,9305185,,"array([-35.21626035,   2.6283926 ])"
125,9308042,,"array([-35.2061524 ,   2.74750939])"
126,9305139,,"array([-35.51605676,   2.21954833])"
127,9309140,,"array([-35.79056669,   2.3419246 ])"
128,9204102,,"array([-36.01072995,   2.35509978])"
129,9211097,,"array([-35.83154369,   2.4412021 ])"
130,9402002,,"array([-35.26998144,   2.55788241])"
131,9402005,,"array([-35.37095362,   2.61640224])"
132,9402044,,"array([-35.80218898,   2.37788656])"
133,9403195,,"array([-35.98487184,   1.90029741])"
134,9403198,,"array([-35.88113073,   2.47616446])"
135,9406128,,"array([-35.59843888,   2.46475   ])"
136,9205081,,"array([-35.11727164,   2.8049346 ])"
137,9207053,,"array([-35.14194089,   2.61190475])"
138,9208055,,"array([-35.30075225,   2.83348309])"
139,9209016,,"array([-35.28879734,   2.58291007])"
140,9211056,,"array([-34.98278149,   2.48051699])"
141,9303057,,"array([-35.15710127,   2.67182486])"
142,9305142,,"array([-35.21510684,   2.70521589])"
143,9306052,,"array([-35.02209401,   2.48673313])"
144,9306125,,"array([-35.2748051,   3.103105 ])"
145,9311120,,"array([-34.92473121,   2.63366783])"
146,9402032,,"array([-35.4697667,   2.2791069])"
147,9406105,,"array([-34.86978172,   2.57479783])"
148,9406198,,"array([-35.46596495,   2.54306227])"
149,9407021,,"array([-35.10411993,   2.87772398])"
150,9407111,,"array([-35.41670281,   2.39064306])"
151,9408040,,"array([-34.93779634,   2.79063507])"
152,9408074,,"array([-35.59398617,   2.18655886])"
153,9408083,,"array([-35.18714455,   2.70221205])"
154,9409021,,"array([-34.94555163,   2.55047836])"
155,9410167,,"array([-35.27497658,   2.4216313 ])"
156,9410210,1994-10-04,"array([-35.63190172,   2.34670722])"
157,9412184,,"array([-35.09543805,   2.41797702])"
158,9205027,,"array([-34.78266125,   2.67530952])"
159,9406012,,"array([-35.8415975 ,   2.48432083])"
160,9411149,,"array([-35.65883543,   2.29230344])"
161,9411178,,"array([-35.34372112,   2.34666924])"
162,9201059,,"array([-34.52386991,   2.01172836])"
163,9309152,,"array([-34.85291   ,   2.75045178])"
164,9310067,,"array([-35.69776078,   3.18409361])"
165,9412115,,"array([-35.8329911 ,   2.93305484])"
166,9501068,,"array([-35.2365809 ,   2.32532823])"
167,9502072,,"array([-35.44134067,   2.68810232])"
168,9504027,,"array([-35.32330402,   2.53250378])"
169,9504047,,"array([-35.36108881,   2.50651605])"
170,9304154,,"array([-35.27503884,   2.2317694 ])"
171,9501022,,"array([-35.56784362,   2.16540284])"
172,9502057,,"array([-35.52303274,   2.36841139])"
173,9503179,,"array([-35.79367469,   2.50350519])"
174,9308083,,"array([-35.72321937,   2.81164461])"
175,9411048,,"array([-35.81652414,   2.35149303])"
176,9411057,,"array([-35.80457653,   2.34248857])"
177,9501111,,"array([-35.78714989,   3.04514666])"
178,9502077,,"array([-35.43712428,   2.96468065])"
179,9503163,,"array([-35.7014132,   2.3108095])"
180,9504006,,"array([-35.54102457,   2.65262512])"
181,9504034,,"array([-35.52437166,   2.76161257])"
182,9505023,,"array([-35.65578381,   2.63720343])"
183,9505053,,"array([-35.27791915,   2.5790638 ])"
184,9505062,,"array([-35.7321058 ,   2.36118524])"
185,9302103,,"array([-35.77831972,   2.42907871])"
186,9305069,,"array([-35.23799198,   2.90436128])"
187,9406032,,"array([-35.84213327,   2.83520702])"
188,9409188,,"array([-35.61473214,   2.66729394])"
189,9406055,,"array([-35.73137915,   2.85718823])"
190,9408036,,"array([-35.66991036,   2.4982261 ])"
191,9411234,1994-11-07,"array([-35.81356342,   2.93135622])"
192,9412200,,"array([-35.46722408,   2.6518882 ])"
193,9506075,,"array([-35.60988511,   2.62511426])"
194,9506091,,"array([-35.78253748,   2.8960168 ])"
195,9506024,,"array([-35.67661452,   2.71482669])"
196,9506077,,"array([-35.76181681,   2.10281231])"
197,9506110,,"array([-35.55281011,   2.65616787])"
198,9506160,,"array([-35.26968375,   2.54529137])"
199,9506194,,"array([-35.2163599 ,   2.51358801])"
200,9507027,,"array([-35.47548005,   2.66671451])"
201,9207060,,"array([-35.16749152,   2.27149464])"
202,9503212,1995-03-02,"array([-35.70417286,   2.81225958])"
203,9506126,,"array([-35.22533485,   2.49183783])"
204,9506150,,"array([-35.34764686,   2.72840233])"
205,9507048,,"array([-35.21367311,   2.25149155])"
206,9303106,,"array([-34.45614268,   2.9622817 ])"
207,9410073,,"array([-34.81688458,   2.4985805 ])"
208,9411187,,"array([-34.84777134,   2.55267583])"
209,9504081,,"array([-35.07812329,   2.3943064 ])"
210,9504095,,"array([-35.22892698,   2.51912572])"
211,9506057,,"array([-35.05862648,   2.58879531])"
212,9507090,,"array([-34.92269669,   2.56867599])"
213,9508056,,"array([-35.30164187,   2.86762352])"
214,9304135,,"array([-35.49345775,   2.62748867])"
215,9412209,1994-12-01,"array([-35.52070895,   2.92853249])"
216,9505073,,"array([-35.2328153 ,   2.50641694])"
217,9505150,,"array([-35.88209512,   2.39397678])"
218,9506084,,"array([-35.91024465,   2.40438368])"
219,9506102,,"array([-35.93592688,   2.2366359 ])"
220,9507113,,"array([-35.55873115,   2.71297267])"
221,9507115,,"array([-35.52821692,   2.57263782])"
222,9507121,,"array([-35.33627348,   2.40403991])"
223,9507151,,"array([-35.77631055,   2.67443069])"
224,9507153,,"array([-35.71307853,   2.88493203])"
225,9507168,,"array([-35.43899256,   2.76740335])"
226,9508044,,"array([-35.93543648,   2.12747823])"
227,9508064,,"array([-35.38131754,   2.62826002])"
228,9508071,,"array([-35.13007532,   2.76164184])"
229,9508096,,"array([-35.34380488,   2.87199476])"
230,9508143,,"array([-35.24256499,   2.30226353])"
231,9508144,,"array([-35.46529204,   2.76431337])"
232,9409110,,"array([-35.80516997,   2.90365164])"
233,9503208,1995-03-02,"array([-35.80416266,   2.73991475])"
234,9507012,,"array([-35.42879585,   2.51233994])"
235,9508154,,"array([-35.29893324,   2.42083645])"
236,9509009,,"array([-35.58603189,   2.75396741])"
237,9510093,,"array([-35.50532894,   2.76270849])"
238,9201056,,"array([-36.18529342,   1.81002465])"
239,9206080,,"array([-35.882093  ,   2.11139438])"
240,9301083,,"array([-36.13125335,   2.16751414])"
241,9307158,,"array([-35.61796987,   2.5937466 ])"
242,9308062,,"array([-35.85387455,   1.79325785])"
243,9407031,,"array([-35.39735892,   2.23040784])"
244,9506122,,"array([-35.79447102,   2.32897175])"
245,9509066,,"array([-35.70963816,   2.27179423])"
246,9510135,,"array([-35.30207915,   2.06720769])"
247,9510169,,"array([-35.26084577,   2.47512093])"
248,9204030,,"array([-35.31665648,   2.96177933])"
249,9205009,,"array([-35.31159218,   3.11986011])"
250,9510017,,"array([-35.19989792,   2.27631607])"
251,9510173,,"array([-35.26588033,   2.45686639])"
252,9510182,,"array([-35.54353841,   2.59756843])"
253,9412236,1994-12-05,"array([-35.79117121,   2.55930384])"
254,9511164,,"array([-35.58886834,   2.40840933])"
255,9511222,1995-11-03,"array([-35.41182492,   2.41723022])"
256,9512016,,"array([-35.68944434,   2.8559572 ])"
257,9512017,,"array([-35.79238501,   2.4900942 ])"
258,9512059,,"array([-35.25732712,   2.28630187])"
259,9512145,,"array([-35.34517291,   2.53162639])"
260,9601014,,"array([-35.62920301,   2.67798353])"
261,9601038,,"array([-35.37898358,   2.5453288 ])"
262,9206101,,"array([-35.86943762,   2.90485377])"
263,9409111,,"array([-35.01711086,   2.32982672])"
264,9505183,,"array([-35.83638684,   2.00920566])"
265,9506101,,"array([-35.10288654,   2.45488529])"
266,9510086,,"array([-35.25953361,   2.37011108])"
267,9510161,,"array([-35.29522356,   2.2152139 ])"
268,9510209,1995-10-02,"array([-34.96144291,   2.63363725])"
269,9511080,,"array([-35.02607046,   2.14030711])"
270,9512077,,"array([-35.29261661,   2.23517578])"
271,9512181,,"array([-35.30665947,   2.39295468])"
272,9512196,,"array([-35.29904942,   2.57026586])"
273,9512219,1995-12-03,"array([-35.26536335,   2.50368675])"
274,9601036,,"array([-35.35370158,   2.70114299])"
275,9602010,,"array([-35.41406847,   2.54736027])"
276,9210127,,"array([-35.30806079,   2.71781154])"
277,9304104,,"array([-35.4038933 ,   2.85096788])"
278,9506156,,"array([-35.11836763,   2.69876642])"
279,9508107,,"array([-35.84236594,   2.50697872])"
280,9509106,,"array([-35.42981952,   2.56475775])"
281,9512129,,"array([-35.44015727,   2.67519943])"
282,9512178,,"array([-34.93547528,   2.56382936])"
283,9602049,,"array([-35.68976572,   2.30135153])"
284,9602064,,"array([-35.29869659,   2.13349877])"
285,9602097,,"array([-35.37155465,   2.78555013])"
286,9602118,,"array([-35.57382764,   2.71904609])"
287,9512053,,"array([-35.39923625,   2.77102946])"
288,9602030,,"array([-35.38636835,   2.71501059])"
289,9602070,,"array([-34.9352212 ,   2.75887157])"
290,9602098,,"array([-34.82102719,   1.21942955])"
291,9602120,,"array([-35.35766154,   2.55939656])"
292,9404060,,"array([-35.7225917 ,   2.93416669])"
293,9511108,,"array([-35.25855236,   2.71247696])"
294,9511157,,"array([-35.44864476,   2.42974011])"
295,9602102,,"array([-35.2815254,   2.6648209])"
296,9603037,,"array([-35.2184199 ,   2.46545121])"
297,9511204,1995-11-01,"array([-35.65005756,   2.75727165])"
298,9512078,,"array([-35.31229262,   2.27855517])"
299,9509151,,"array([-35.7639559 ,   1.95420729])"
300,9511026,,"array([-35.16101559,   2.34357483])"
301,9511088,,"array([-35.1684611 ,   2.30909301])"
302,9601029,,"array([-34.85999799,   2.25020236])"
303,9601162,,"array([-35.75133334,   2.48000782])"
304,9602052,,"array([-35.24430222,   2.28960874])"
305,9603142,,"array([-34.89153271,   2.7131394 ])"
306,9309110,,"array([-35.77230371,   2.93964088])"
307,9403054,,"array([-36.01271196,   2.87946102])"
308,9406090,,"array([-35.79916809,   3.09801221])"
309,9412117,,"array([-35.79909487,   3.02487162])"
310,9502012,,"array([-35.86231759,   2.94821055])"
311,9510055,,"array([-35.80419046,   3.05389313])"
312,9605036,,"array([-35.4789243 ,   2.82562484])"
313,9603081,,"array([-35.33099686,   2.01072338])"
314,9603127,,"array([-35.29432895,   2.01315541])"
315,9604198,,"array([-35.40448955,   2.27526712])"
316,9605150,,"array([-35.41544342,   2.46515178])"
317,9605199,,"array([-35.36497839,   2.40773305])"
318,9406178,,"array([-35.77887035,   2.76234798])"
319,9510227,1995-10-04,"array([-35.25838494,   2.60592959])"
320,9512062,,"array([-35.2852543 ,   2.19299613])"
321,9603042,,"array([-35.6744522 ,   2.29845244])"
322,9602167,,"array([-35.69406395,   2.1221984 ])"
323,9509132,,"array([-35.31667423,   2.3143523 ])"
324,9608039,,"array([-35.53490353,   2.39341381])"
325,9608079,,"array([-35.36693533,   2.4937072 ])"
326,9604097,,"array([-35.44599628,   2.64930624])"
327,9605154,,"array([-35.63453534,   2.7110111 ])"
328,9608111,,"array([-35.49944634,   2.46514126])"
329,9605131,,"array([-35.53195342,   2.74874229])"
330,9605200,,"array([-35.59090456,   2.69593029])"
331,9606044,,"array([-35.44854299,   2.59058237])"
332,9606086,,"array([-35.65180839,   2.78862532])"
333,9607020,,"array([-35.65946503,   2.54583846])"
334,9607139,,"array([-35.56614896,   2.66035777])"
335,9608024,,"array([-35.25930889,   2.09365775])"
336,9608047,,"array([-35.70127647,   2.74550528])"
337,9608109,,"array([-35.65459198,   2.50120958])"
338,9509042,,"array([-35.6191261,   2.7987978])"
339,9509161,,"array([-35.99286893,   2.27203831])"
340,9510106,,"array([-35.68146095,   2.34659259])"
341,9602051,,"array([-34.8396633 ,   2.29884779])"
342,9603108,,"array([-35.51577145,   2.6051107 ])"
343,9608194,,"array([-35.4640192 ,   2.85438371])"
344,9511077,,"array([-36.01692706,   1.92241697])"
345,9512226,1995-12-04,"array([-35.62626608,   2.814834  ])"
346,9603170,,"array([-35.59647034,   2.73714629])"
347,9604034,,"array([-35.63732177,   2.47875536])"
348,9609161,,"array([-35.36658713,   2.41738544])"
349,9604129,,"array([-35.36786176,   2.64601359])"
350,9606165,,"array([-35.38397306,   2.55678466])"
351,9610111,,"array([-35.49655137,   2.7551787 ])"
352,9602065,,"array([-34.88534956,   2.39399985])"
353,9604030,,"array([-35.4053197,   2.6818935])"
354,9605053,,"array([-35.23928578,   2.7085782 ])"
355,9606122,,"array([-35.3733181,   2.7210583])"
356,9606148,,"array([-35.49448933,   2.81650801])"
357,9607091,,"array([-35.42324423,   2.96263382])"
358,9607105,,"array([-35.48468017,   2.790626  ])"
359,9610195,,"array([-35.55911677,   2.81302734])"
360,9610251,1996-10-04,"array([-35.61815138,   2.5340533 ])"
361,9611090,,"array([-35.68440386,   2.57427527])"
362,9612052,,"array([-35.64647986,   2.62316265])"
363,9701015,,"array([-35.64377102,   2.58461766])"
364,9701023,,"array([-35.55373261,   2.8929771 ])"
365,9701147,,"array([-35.54162006,   2.84014054])"
366,9503115,,"array([-35.88060253,   2.23701652])"
367,9505006,,"array([-35.82278525,   2.48288421])"
368,9505075,,"array([-35.93128079,   2.33530391])"
369,9505082,,"array([-36.01123516,   2.77160999])"
370,9505100,,"array([-35.89930953,   2.34152357])"
371,9506098,,"array([-35.69689782,   2.63116456])"
372,9507013,,"array([-35.89087439,   2.54841878])"
373,9507018,,"array([-35.90308797,   2.47698318])"
374,9507032,,"array([-36.04252328,   2.32774901])"
375,9507169,,"array([-35.95600967,   2.52544336])"
376,9510148,,"array([-35.98763431,   2.52949521])"
377,9510228,1995-10-05,"array([-35.95210933,   2.58001255])"
378,9511154,,"array([-35.64621876,   2.28199798])"
379,9603086,,"array([-35.48175662,   2.13262219])"
380,9603136,,"array([-35.79867394,   2.16983548])"
381,9603158,,"array([-35.72356611,   2.60854013])"
382,9607076,,"array([-35.96959481,   2.30069164])"
383,9607202,1996-07-01,"array([-35.83991984,   2.21155074])"
384,9610132,,"array([-36.3385427 ,   3.29323451])"
385,9611190,,"array([-35.7454278 ,   2.39639315])"
386,9611197,,"array([-35.8336927 ,   2.53371638])"
387,9612114,,"array([-35.50708713,   1.89465932])"
388,9612207,1996-11-29,"array([-35.93307334,   2.62361128])"
389,9204060,,"array([-35.77492141,   3.10793167])"
390,9205004,,"array([-35.84841867,   3.11547613])"
391,9304026,,"array([-36.1164553,   2.6079253])"
392,9509049,,"array([-35.86965431,   2.97728616])"
393,9511230,1995-11-03,"array([-35.70712556,   3.0105265 ])"
394,9606112,,"array([-35.65306248,   2.42423663])"
395,9606008,,"array([-35.61205799,   2.73484083])"
396,9609219,1996-09-01,"array([-35.85866941,   2.30327074])"
397,9207091,,"array([-35.01934021,   2.77444793])"
398,9210068,,"array([-35.42451657,   2.88316   ])"
399,9504102,,"array([-35.96210184,   2.3778592 ])"
400,9505097,,"array([-35.3185211 ,   2.90283573])"
401,9507008,,"array([-35.98290752,   2.39406905])"
402,9509175,,"array([-35.92266497,   2.37493251])"
403,9509176,,"array([-36.0065234,   2.36823  ])"
404,9510074,,"array([-35.22801442,   2.82581061])"
405,9511180,,"array([-36.03181631,   2.46049196])"
406,9512005,,"array([-36.07774424,   2.4529497 ])"
407,9512006,,"array([-35.35495834,   2.53725366])"
408,9512139,,"array([-35.71314973,   2.50682753])"
409,9603004,,"array([-35.26845249,   2.71962866])"
410,9604062,,"array([-35.5022562 ,   2.89551125])"
411,9605032,,"array([-35.29427894,   2.67870797])"
412,9606043,,"array([-36.10692391,   2.4909203 ])"
413,9606073,,"array([-35.55689865,   3.02956692])"
414,9607032,,"array([-35.30201538,   2.75907236])"
415,9608183,,"array([-35.77140479,   2.40340374])"
416,9609059,,"array([-36.0018196 ,   2.45658686])"
417,9611112,,"array([-35.93850718,   2.68123217])"
418,9611188,,"array([-35.51415331,   2.84552587])"
419,9612105,,"array([-35.21486063,   2.59721827])"
420,9505035,,"array([-36.01954105,   2.14723873])"
421,9506011,,"array([-35.52641711,   2.11363652])"
422,9509162,,"array([-36.09365652,   2.23203552])"
423,9510101,,"array([-35.76775698,   2.22909779])"
424,9608085,,"array([-35.66100537,   2.33138048])"
425,9611230,1996-11-05,"array([-35.50863105,   2.3404559 ])"
426,9612131,,"array([-35.51735022,   2.42235271])"
427,9702014,,"array([-35.56902808,   2.48342791])"
428,9702154,,"array([-35.53255523,   2.37805974])"
429,9509146,,"array([-35.60456385,   2.843617  ])"
430,9606133,,"array([-35.52875307,   2.87170684])"
431,9610154,,"array([-35.73313635,   2.95464445])"
432,9701165,,"array([-35.48695197,   2.73360669])"
433,9701175,,"array([-35.67880877,   2.93000598])"
434,9703007,,"array([-35.53711024,   2.77024428])"
435,9703148,,"array([-35.6749779 ,   2.54431687])"
436,9310035,,"array([-35.51597121,   2.49594565])"
437,9604178,,"array([-35.39161035,   2.66282134])"
438,9606176,,"array([-35.36051439,   2.73729773])"
439,9607019,,"array([-35.39920439,   2.70496867])"
440,9607057,,"array([-35.42827536,   2.7323113 ])"
441,9607229,1996-07-03,"array([-35.50426113,   2.67044011])"
442,9608053,,"array([-35.35349244,   2.68854332])"
443,9611050,,"array([-35.20899511,   2.21548756])"
444,9612126,,"array([-35.37876624,   2.3204014 ])"
445,9702038,,"array([-35.39118031,   2.60410354])"
446,9605030,,"array([-34.57419303,   0.91456237])"
447,9609159,,"array([-35.4973259 ,   2.68355381])"
448,9610140,,"array([-35.40413077,   2.4283382 ])"
449,9703098,,"array([-35.59006344,   2.54152661])"
450,9703167,,"array([-35.50596812,   2.39783163])"
451,9609111,,"array([-35.59818463,   2.86853057])"
452,9701129,,"array([-35.55597185,   2.70104829])"
453,9702061,,"array([-35.448736  ,   2.62077411])"
454,9610076,,"array([-35.6515318 ,   2.69900148])"
455,9611063,,"array([-35.5574314 ,   2.38458261])"
456,9611201,1996-10-31,"array([-35.49766569,   2.43705666])"
457,9612085,,"array([-35.70761953,   2.63751975])"
458,9702180,,"array([-35.64530695,   2.48874902])"
459,9703100,,"array([-35.51066783,   2.18741841])"
460,9703110,,"array([-35.56138819,   2.27643629])"
461,9703210,1997-03-02,"array([-35.61336008,   2.48576011])"
462,9704043,,"array([-35.60653084,   2.53100017])"
463,9704044,,"array([-35.65957893,   2.51166181])"
464,9704061,,"array([-35.7880507,   2.62291  ])"
465,9704104,,"array([-35.60404272,   2.41058668])"
466,9704170,,"array([-35.58311262,   2.47713949])"
467,9705004,,"array([-35.77476832,   2.64631803])"
468,9609176,,"array([-35.28233403,   2.47650539])"
469,9610043,,"array([-35.3246657 ,   1.86286893])"
470,9705113,,"array([-35.45226472,   2.10742345])"
471,9705175,,"array([-35.37759927,   2.28721966])"
472,9706155,,"array([-35.54238802,   2.48644067])"
473,9506052,,"array([-35.53929126,   2.17008086])"
474,9601003,,"array([-35.27238669,   2.17451073])"
475,9602077,,"array([-35.31320549,   2.15828821])"
476,9702136,,"array([-35.19307748,   2.15343983])"
477,9704089,,"array([-35.23452099,   2.10949118])"
478,9705162,,"array([-35.17085493,   2.33642371])"
479,9705212,1997-05-02,"array([-35.02522232,   2.34840124])"
480,9706117,,"array([-35.17838809,   2.40447218])"
481,9706144,,"array([-35.11750614,   2.43491143])"
482,9706207,1997-06-02,"array([-35.29512781,   2.46975319])"
483,9605033,,"array([-35.3436516 ,   2.37309187])"
484,9609017,,"array([-35.54874727,   2.39658186])"
485,9610234,1996-10-03,"array([-35.31028393,   2.26959822])"
486,9710206,1997-10-01,"array([-35.39034001,   2.26505717])"
487,9406091,,"array([-35.9163636 ,   2.85656571])"
488,9609167,,"array([-35.69354309,   2.95033282])"
489,9611172,,"array([-35.93162751,   3.07547636])"
490,9702199,,"array([-35.65966531,   3.01488854])"
491,9705174,,"array([-35.57149903,   2.86154051])"
492,9705210,1997-05-02,"array([-35.61514403,   2.92296093])"
493,9709178,,"array([-35.88064693,   2.30389661])"
494,9709193,,"array([-35.87784433,   2.31807279])"
495,9710021,,"array([-35.75829073,   3.08432903])"
496,9710031,,"array([-35.82031489,   3.11462968])"
497,9711013,,"array([-35.594561  ,   2.52451489])"
498,9611092,,"array([-36.14514464,   2.65511059])"
499,9309124,,"array([-35.76094691,   2.3488448 ])"
500,9703157,,"array([-35.50843794,   2.73053272])"
501,9707123,,"array([-35.43932241,   2.54418614])"
502,9708118,,"array([-35.73326101,   2.4682054 ])"
503,9711201,1997-11-02,"array([-35.38710562,   2.58872862])"
504,9512043,,"array([-35.62208112,   2.56457375])"
505,9709180,,"array([-35.61079193,   2.12677403])"
506,9712023,,"array([-35.58381915,   2.99761575])"
507,9801057,,"array([-35.49848933,   2.95195761])"
508,9802093,,"array([-35.56255015,   3.05827106])"
509,9711162,,"array([-35.38309112,   1.59055405])"
510,9711165,,"array([-35.35831048,   1.71830723])"
511,9805189,,"array([-35.60089243,   2.88597499])"
512,9403040,,"array([-35.37650381,   2.21297711])"
513,9511194,,"array([-35.28539945,   2.22372435])"
514,9604091,,"array([-35.28795623,   2.14196807])"
515,9604156,,"array([-35.25955077,   2.24833717])"
516,9612215,1996-11-30,"array([-35.35537855,   2.08097622])"
517,9704006,,"array([-35.4885824 ,   2.14797627])"
518,9708147,,"array([-35.12722715,   2.04939271])"
519,9803194,,"array([-35.41801248,   2.30804551])"
