# source, target, weight, time
11,24,0,1122156000
11,1956,1,1122156000
11,1834,1,1124784000
11,2525,0,1127412000
11,3744,0,1127412000
11,169,1,1132668000
11,1910,0,1132668000
11,1200,0,1132668000
11,286,0,1135296000
11,3023,0,1143180000
11,1176,-1,1143180000
11,173,0,1145808000
11,356,0,1145808000
12,13,1,885635999
12,279,0,898776000
12,274,1,898776000
12,210,0,904032000
12,187,0,904032000
12,13,1,904032000
12,460,1,911916000
12,502,1,911916000
12,13,0,911916000
12,97,1,914544000
12,279,0,914544000
12,800,0,914544000
12,800,-1,930312000
12,274,0,930312000
12,179,-1,946080000
12,730,0,946080000
12,256,0,946080000
12,912,0,948707999
12,274,0,948707999
12,1026,1,969732000
12,672,1,969732000
12,1243,1,969732000
12,97,0,977616000
12,536,1,977616000
12,1790,0,977616000
12,912,0,980243999
12,536,1,980243999
12,1790,1,980243999
12,1790,-1,993384000
12,279,0,993384000
12,1201,0,1003896000
12,461,1,1003896000
12,466,0,1009152000
12,439,1,1009152000
12,52,1,1009152000
12,210,0,1022292000
12,502,1,1022292000
12,370,1,1024920000
12,97,1,1032804000
12,800,1,1032804000
12,370,0,1040688000
12,536,1,1040688000
12,279,-1,1040688000
12,274,1,1040688000
12,912,0,1043316000
12,279,0,1043316000
12,274,-1,1043316000
12,536,0,1051200000
12,274,0,1051200000
12,370,0,1061712000
12,438,1,1061712000
12,279,0,1061712000
12,800,0,1061712000
12,1026,0,1066968000
12,499,0,1066968000
12,274,1,1066968000
12,1107,0,1072224000
12,210,1,1072224000
12,279,1,1072224000
12,274,0,1072224000
12,460,1,1098504000
12,271,0,1098504000
12,370,1,1103760000
12,97,1,1103760000
12,1024,0,1103760000
12,1107,0,1103760000
12,1790,0,1103760000
12,370,1,1124784000
12,210,0,1124784000
12,279,0,1124784000
12,800,1,1124784000
12,579,1,1124784000
12,279,0,1135296000
12,634,0,1135296000
12,274,0,1135296000
12,1107,-1,1137924000
12,2573,0,1137924000
12,1790,0,1137924000
13,12,0,885635999
13,279,1,885635999
13,52,0,898776000
13,279,0,898776000
13,454,1,904032000
13,536,-1,904032000
13,256,0,904032000
13,636,0,906660000
13,730,1,906660000
13,206,0,906660000
13,1244,0,906660000
13,1177,1,906660000
13,1159,0,906660000
13,12,0,911916000
13,2027,-1,935568000
13,951,1,935568000
13,274,0,938196000
13,97,1,946080000
13,642,0,946080000
13,210,0,946080000
13,126,0,946080000
13,579,-1,969732000
13,797,0,982872000
13,1012,0,988127999
13,3173,1,988127999
13,521,1,988127999
13,1094,1,988127999
13,572,0,988127999
13,1200,0,988127999
13,594,-1,988127999
13,861,0,988127999
13,27,1,998640000
13,3194,1,998640000
13,518,0,998640000
13,499,0,998640000
13,837,0,998640000
13,237,0,1001268000
13,573,0,1001268000
13,827,1,1011780000
13,250,0,1017036000
13,509,0,1017036000
13,411,1,1019664000
13,227,0,1032804000
13,274,0,1032804000
13,730,0,1038060000
13,258,0,1038060000
13,131,0,1038060000
13,585,0,1069596000
13,560,0,1074852000
13,2835,-1,1080108000
13,683,0,1093248000
13,35,0,1095876000
13,1429,1,1095876000
13,3989,1,1106388000
13,386,0,1106388000
13,3325,1,1106388000
13,1168,0,1111644000
13,3325,0,1111644000
13,420,0,1114272000
13,1159,0,1116900000
13,1924,0,1122156000
13,3123,0,1122156000
13,982,-1,1122156000
13,2713,0,1130040000
13,413,0,1137924000
13,138,1,1137924000
13,3988,0,1137924000
13,413,1,1143180000
13,1565,1,1143180000
13,52,0,1143180000
13,1243,1,1143180000
13,3076,1,1143180000
13,3405,1,1143180000
13,620,0,1145808000
13,63,0,1145808000
13,1293,0,1145808000
14,15,1,885635999
14,1265,1,906660000
14,1266,1,906660000
14,196,0,917171999
14,253,-1,917171999
14,255,-1,917171999
14,2709,1,948707999
14,103,-1,948707999
14,2370,0,988127999
14,3144,-1,988127999
14,3149,-1,1127412000
14,5175,1,1127412000
14,920,0,1127412000
14,5176,0,1127412000
14,6813,-1,1140552000
16,17,-1,885635999
16,299,0,888264000
16,300,-1,888264000
16,301,-1,888264000
16,334,1,919800000
16,299,0,919800000
16,648,0,919800000
16,1220,0,919800000
16,156,0,927684000
16,157,0,927684000
16,751,0,927684000
16,773,-1,935568000
16,2459,1,938196000
16,259,0,948707999
16,1102,0,948707999
16,1465,0,948707999
16,2736,1,951336000
16,1220,1,951336000
16,333,-1,964475999
16,185,0,964475999
16,154,1,977616000
16,699,1,996011999
16,738,0,996011999
16,3261,-1,996011999
16,91,0,1001268000
16,1622,1,1001268000
16,41,0,1003896000
16,1159,1,1003896000
16,2573,-1,1009152000
16,2169,-1,1009152000
16,73,1,1009152000
16,1107,0,1014408000
16,446,0,1019664000
16,1547,-1,1019664000
16,2495,0,1024920000
16,3576,1,1024920000
16,2318,-1,1024920000
16,351,-1,1030176000
16,2983,1,1030176000
16,572,0,1030176000
16,227,1,1030176000
16,163,-1,1040688000
16,448,0,1053828000
16,333,1,1064340000
16,4243,1,1072224000
16,2666,1,1072224000
16,719,-1,1072224000
16,3136,1,1072224000
16,4172,1,1090620000
16,334,1,1090620000
16,164,1,1090620000
16,326,0,1090620000
16,52,-1,1103760000
16,938,0,1132668000
16,2104,0,1132668000
16,3933,-1,1137924000
16,3188,-1,1137924000
17,169,0,885635999
17,48,-1,898776000
17,47,-1,898776000
17,1119,1,932939999
17,1054,-1,932939999
17,2288,-1,932939999
17,1282,0,938196000
17,48,-1,938196000
17,1521,0,938196000
17,2536,1,938196000
17,2457,1,969732000
17,722,1,969732000
17,2575,1,1030176000
17,909,1,1053828000
17,2569,0,1064340000
17,753,0,1064340000
17,3519,0,1064340000
17,2467,-1,1095876000
17,2764,1,1101132000
17,3200,0,1101132000
17,1941,1,1114272000
17,5579,1,1127412000
17,1941,-1,1140552000
17,114,1,1145808000
17,3784,-1,1145808000
17,196,-1,1145808000
18,6,0,885635999
18,7,0,885635999
18,19,-1,885635999
18,20,-1,885635999
18,21,1,885635999
18,60,0,948707999
18,2899,0,974988000
18,152,0,974988000
18,2248,0,1114272000
18,155,1,1137924000
18,219,0,1137924000
18,1819,0,1143180000
18,65,0,1143180000
18,196,1,1145808000
19,155,-1,885635999
19,166,-1,885635999
19,183,-1,885635999
19,146,-1,1103760000
19,4539,-1,1137924000
19,6011,0,1143180000
20,114,0,885635999
20,128,0,890892000
20,530,1,890892000
20,101,1,890892000
20,365,0,890892000
20,850,0,896148000
20,343,1,898776000
20,278,0,898776000
20,998,1,898776000
20,141,1,904032000
20,502,0,927684000
20,256,0,927684000
20,544,0,935568000
20,639,-1,935568000
20,1176,0,946080000
20,1107,0,1011780000
20,256,0,1011780000
20,1819,0,1019664000
20,719,0,1019664000
20,695,0,1027548000
20,2040,1,1027548000
20,280,0,1027548000
20,4283,1,1103760000
20,724,0,1103760000
20,55,1,1103760000
20,4752,1,1111644000
20,2475,1,1127412000
20,2316,0,1127412000
20,1427,1,1137924000
20,152,1,1137924000
20,3848,0,1137924000
20,4685,1,1140552000
20,4711,1,1140552000
20,2795,0,1140552000
20,3529,0,1140552000
20,2675,0,1143180000
20,245,0,1143180000
21,19,-1,885635999
21,216,1,885635999
22,0,-1,885635999
22,1,-1,885635999
22,2,1,885635999
22,1438,-1,922428000
22,2007,1,922428000
22,171,-1,922428000
22,89,0,922428000
22,951,0,922428000
22,1438,-1,993384000
22,2007,0,993384000
22,351,-1,993384000
22,171,0,993384000
22,2717,1,1011780000
22,164,-1,1048572000
22,604,1,1048572000
22,1438,1,1064340000
22,2007,1,1064340000
22,89,0,1064340000
22,2056,1,1122156000
22,3472,1,1122156000
22,4866,1,1122156000
22,4077,1,1137924000
22,231,-1,1137924000
23,24,1,885635999
23,889,1,898776000
23,141,1,898776000
23,20,0,898776000
23,1313,1,906660000
23,221,-1,911916000
23,371,0,911916000
23,1117,0,914544000
23,2008,1,922428000
23,732,1,922428000
23,461,-1,922428000
23,1881,0,938196000
23,1024,0,969732000
23,159,-1,1003896000
23,241,-1,1003896000
23,1280,1,1035432000
23,1577,0,1035432000
23,3289,1,1038060000
23,2956,1,1040688000
23,709,-1,1098504000
23,1635,-1,1098504000
23,2958,1,1127412000
23,1651,0,1130040000
23,848,0,1130040000
23,363,1,1130040000
23,2839,1,1140552000
23,3813,0,1140552000
23,2613,0,1140552000
23,3149,1,1145808000
23,203,0,1145808000
24,29,-1,885635999
24,92,-1,898776000
24,921,1,898776000
24,315,-1,898776000
24,909,1,930312000
24,314,0,930312000
24,2267,1,930312000
24,171,1,1011780000
24,89,-1,1011780000
24,2415,0,1011780000
24,114,0,1038060000
24,2680,0,1038060000
24,4017,0,1053828000
24,2989,1,1053828000
24,114,-1,1069596000
24,183,0,1069596000
24,1124,-1,1093248000
24,1718,-1,1103760000
24,131,0,1103760000
24,3742,1,1106388000
24,267,0,1106388000
24,214,1,1122156000
24,4923,0,1127412000
24,4214,1,1127412000
24,3746,1,1127412000
24,6058,1,1132668000
24,5521,1,1132668000
24,1956,1,1132668000
24,1850,1,1135296000
24,2672,-1,1135296000
24,4332,-1,1135296000
24,6423,1,1137924000
24,1176,0,1140552000
24,47,1,1140552000
24,2151,0,1143180000
25,26,-1,885635999
26,221,0,885635999
26,106,0,885635999
27,28,1,885635999
27,410,-1,890892000
27,73,0,890892000
27,260,0,890892000
27,189,0,890892000
27,411,1,890892000
27,55,-1,890892000
27,890,1,898776000
27,173,1,917171999
27,516,0,917171999
27,181,-1,917171999
27,896,-1,998640000
27,52,-1,998640000
27,2994,1,1017036000
27,2836,1,1017036000
27,2804,0,1085364000
27,411,-1,1085364000
27,431,0,1137924000
28,130,0,917171999
28,76,0,917171999
29,30,1,885635999
29,650,0,893519999
29,652,0,893519999
29,653,0,893519999
29,255,0,893519999
29,53,0,906660000
29,482,0,906660000
29,501,0,906660000
29,572,0,906660000
29,653,0,925055999
29,231,0,925055999
29,2748,1,951336000
29,1962,0,961848000
29,3518,1,1011780000
29,20,0,1011780000
29,3564,0,1019664000
29,661,0,1019664000
29,1365,0,1019664000
29,662,1,1019664000
29,226,0,1032804000
29,951,0,1032804000
29,448,-1,1032804000
29,3022,0,1038060000
29,1856,1,1038060000
29,3153,1,1048572000
29,2822,1,1048572000
29,662,1,1048572000
29,652,0,1051200000
29,653,0,1051200000
29,642,-1,1059084000
29,1676,0,1059084000
29,3988,-1,1066968000
29,420,1,1066968000
29,2089,0,1069596000
29,329,0,1069596000
29,673,1,1074852000
29,652,0,1098504000
29,788,0,1098504000
29,3462,1,1101132000
29,873,1,1101132000
29,4552,1,1103760000
29,654,0,1103760000
29,4568,0,1103760000
29,652,0,1114272000
29,788,-1,1114272000
29,3462,1,1132668000
29,652,0,1132668000
29,3761,1,1132668000
29,3456,0,1140552000
29,1858,1,1140552000
29,2089,0,1145808000
29,653,0,1145808000
29,2795,-1,1145808000
29,271,0,1145808000
30,1130,0,914544000
30,1727,0,914544000
30,332,-1,917171999
30,1932,0,917171999
30,251,-1,953964000
30,329,-1,953964000
30,238,-1,953964000
30,2987,0,972359999
30,2008,1,972359999
30,2989,1,972359999
30,1080,1,1124784000
31,32,0,885635999
31,33,0,885635999
31,34,0,885635999
31,35,0,885635999
31,36,1,885635999
31,883,1,898776000
31,896,0,898776000
31,897,0,898776000
31,467,1,898776000
31,898,0,898776000
31,171,-1,906660000
31,60,0,906660000
31,163,-1,906660000
31,1356,1,906660000
31,921,0,917171999
31,275,0,917171999
31,802,1,927684000
31,482,0,927684000
31,439,0,927684000
31,885,0,927684000
31,675,1,927684000
31,885,1,930312000
31,996,0,969732000
31,87,0,977616000
31,2183,1,993384000
31,3224,0,993384000
31,2268,1,993384000
31,400,1,1003896000
31,959,0,1003896000
31,2078,0,1009152000
31,1556,0,1009152000
31,2229,1,1014408000
31,319,0,1014408000
31,1861,-1,1014408000
31,2593,-1,1027548000
31,1133,0,1027548000
31,640,-1,1027548000
31,1098,0,1030176000
31,3852,1,1035432000
31,2985,0,1040688000
31,470,1,1040688000
31,3193,1,1040688000
31,1465,0,1040688000
31,3678,0,1056456000
31,833,1,1056456000
31,897,0,1056456000
31,495,-1,1056456000
31,4213,1,1066968000
31,3923,1,1072224000
31,2666,1,1072224000
31,669,1,1087992000
31,3547,0,1087992000
31,1231,0,1087992000
31,97,-1,1093248000
31,536,-1,1093248000
31,958,0,1093248000
31,4444,1,1095876000
31,3100,-1,1103760000
31,187,0,1103760000
31,802,0,1116900000
31,927,1,1116900000
31,152,1,1119528000
31,4444,0,1119528000
31,669,0,1124784000
31,258,0,1124784000
31,2130,1,1124784000
31,495,0,1132668000
31,4367,1,1135296000
31,188,0,1135296000
31,3924,0,1140552000
31,3111,1,1140552000
31,4059,0,1140552000
31,165,1,1143180000
32,41,0,885635999
32,42,0,885635999
32,772,0,898776000
32,899,1,898776000
32,900,0,898776000
32,901,0,898776000
32,467,0,904032000
32,78,1,904032000
32,199,0,911916000
32,1307,-1,911916000
32,74,1,917171999
32,921,1,917171999
32,60,-1,917171999
32,187,0,917171999
32,1193,0,925055999
32,2060,1,925055999
32,2066,0,935568000
32,1607,1,935568000
32,2379,1,1022292000
32,1098,-1,1022292000
32,2002,1,1064340000
32,200,-1,1064340000
32,2137,1,1064340000
32,2379,1,1093248000
32,1024,-1,1093248000
32,1795,1,1093248000
32,199,0,1124784000
32,3391,1,1132668000
33,46,0,885635999
33,47,0,885635999
33,889,1,898776000
33,277,0,898776000
33,1759,1,932939999
33,1176,0,948707999
33,521,1,948707999
33,930,0,948707999
33,422,0,948707999
33,63,0,948707999
33,255,0,948707999
33,265,1,961848000
33,264,0,961848000
33,1326,1,990756000
33,964,1,990756000
33,24,1,1038060000
33,233,0,1038060000
33,267,0,1038060000
33,13,0,1074852000
33,24,0,1101132000
33,214,1,1122156000
33,1943,1,1132668000
33,63,0,1132668000
33,266,1,1135296000
33,265,1,1143180000
34,11,1,885635999
34,162,0,885635999
34,2723,1,948707999
34,2169,1,969732000
34,1808,0,1003896000
34,2929,1,1003896000
34,2316,0,1003896000
34,1674,1,1032804000
34,3798,1,1032804000
35,206,0,885635999
35,440,0,893519999
35,187,-1,893519999
35,774,-1,893519999
35,775,1,893519999
35,23,0,898776000
35,727,0,898776000
35,572,-1,898776000
35,918,1,898776000
35,578,0,898776000
35,1193,1,904032000
35,1172,0,904032000
35,882,0,904032000
35,685,0,906660000
35,1657,1,906660000
35,1525,1,906660000
35,162,0,917171999
35,955,0,917171999
35,206,0,917171999
35,200,0,940823999
35,1326,0,980243999
35,2597,0,980243999
35,111,0,988127999
35,572,0,988127999
35,2630,1,988127999
35,464,0,1001268000
35,236,1,1001268000
35,1826,0,1038060000
35,3455,1,1038060000
35,103,1,1038060000
35,634,0,1043316000
35,901,0,1064340000
35,720,1,1080108000
35,518,-1,1080108000
35,3607,1,1080108000
35,286,1,1080108000
35,3925,0,1082736000
35,3447,1,1082736000
35,774,0,1082736000
35,740,0,1082736000
35,4454,1,1095876000
35,2031,0,1095876000
35,219,1,1106388000
35,1718,0,1106388000
35,258,0,1106388000
35,475,-1,1111644000
35,4214,1,1111644000
35,1116,0,1111644000
35,76,1,1114272000
35,88,0,1127412000
35,1190,0,1127412000
35,250,1,1127412000
35,384,1,1127412000
35,6052,1,1132668000
35,265,1,1137924000
35,6130,0,1137924000
35,40,0,1140552000
35,4017,1,1143180000
36,34,0,885635999
36,1048,1,917171999
36,274,-1,948707999
36,71,0,1009152000
36,2893,-1,1032804000
36,1177,0,1032804000
36,114,0,1090620000
36,11,1,1090620000
36,198,0,1090620000
36,909,0,1122156000
36,256,0,1122156000
36,78,-1,1122156000
36,63,-1,1122156000
36,4869,1,1137924000
36,5349,1,1137924000
36,3146,0,1140552000
36,457,-1,1140552000
37,38,1,885635999
37,39,1,885635999
37,40,-1,885635999
37,3100,-1,985500000
37,83,-1,985500000
37,3103,1,985500000
37,3111,0,1038060000
37,2208,0,1038060000
37,504,0,1087992000
37,3224,1,1087992000
37,815,1,1087992000
37,6594,-1,1137924000
37,268,0,1137924000
37,2208,0,1137924000
37,127,1,1137924000
37,127,-1,1140552000
37,4539,-1,1143180000
37,3119,-1,1145808000
38,52,0,885635999
38,727,0,914544000
38,201,-1,914544000
38,2492,1,938196000
38,787,1,938196000
38,3035,1,977616000
38,3036,-1,977616000
38,113,1,977616000
38,222,1,977616000
38,3037,-1,977616000
38,268,0,977616000
38,2208,0,977616000
38,712,0,977616000
38,40,0,977616000
38,3104,0,985500000
38,99,1,985500000
38,2194,-1,985500000
38,869,0,985500000
38,8,0,1006524000
38,80,0,1006524000
38,3037,1,1006524000
38,3138,1,1006524000
38,268,0,1006524000
38,127,0,1006524000
38,2120,1,1030176000
38,1,-1,1048572000
38,4538,-1,1101132000
38,3112,1,1101132000
38,3505,-1,1101132000
38,466,-1,1103760000
38,772,1,1103760000
38,3112,1,1132668000
38,190,1,1132668000
38,3102,-1,1137924000
38,75,1,1137924000
38,178,0,1137924000
38,45,1,1137924000
38,2399,1,1137924000
38,151,1,1140552000
38,4546,1,1140552000
38,4534,1,1143180000
38,2717,0,1143180000
38,913,-1,1143180000
38,3976,1,1145808000
39,100,-1,893519999
39,129,0,893519999
39,155,0,893519999
39,113,0,893519999
39,668,0,893519999
39,268,-1,893519999
39,126,0,893519999
39,151,0,927684000
39,711,1,927684000
39,67,0,927684000
40,99,0,885635999
40,8,1,885635999
40,125,0,885635999
40,146,1,890892000
40,155,0,890892000
40,476,-1,890892000
40,268,1,890892000
40,80,0,893519999
40,39,0,893519999
40,268,1,893519999
40,127,1,893519999
40,151,0,927684000
40,39,0,927684000
40,711,0,927684000
40,67,-1,927684000
40,268,0,927684000
40,2530,1,938196000
40,3035,0,977616000
40,3036,-1,977616000
40,151,0,977616000
40,3037,1,977616000
40,268,0,977616000
40,46,0,985500000
40,4546,1,1101132000
40,4537,0,1101132000
40,45,0,1101132000
40,1878,-1,1137924000
40,3788,1,1137924000
40,35,-1,1137924000
40,4002,0,1137924000
40,123,-1,1137924000
40,3119,-1,1140552000
41,445,1,890892000
41,455,-1,890892000
41,477,1,890892000
41,457,0,890892000
41,88,1,896148000
41,399,0,896148000
41,979,1,898776000
41,315,1,898776000
41,144,0,901403999
41,112,0,904032000
41,1180,0,904032000
41,454,1,906660000
41,476,0,935568000
41,2436,1,935568000
41,1256,1,935568000
41,1622,0,946080000
41,1623,0,946080000
41,1570,0,946080000
41,1941,1,948707999
41,2249,0,948707999
41,236,0,948707999
41,647,0,959220000
41,648,0,959220000
41,1989,0,959220000
41,2985,1,977616000
41,1179,0,977616000
41,724,0,977616000
41,2404,1,977616000
41,2732,1,977616000
41,1682,0,977616000
41,60,0,980243999
41,1229,1,980243999
41,1608,1,988127999
41,298,0,988127999
41,747,-1,990756000
41,2362,0,990756000
41,1271,1,998640000
41,1208,0,998640000
41,1056,0,1003896000
41,1874,1,1019664000
41,832,0,1019664000
41,2329,0,1019664000
41,751,-1,1019664000
41,658,0,1030176000
41,496,0,1030176000
41,1201,0,1035432000
41,1056,0,1035432000
41,1179,1,1051200000
41,572,0,1051200000
41,747,0,1051200000
41,3603,1,1053828000
41,97,0,1053828000
41,730,0,1053828000
41,446,1,1056456000
41,420,0,1056456000
41,1481,1,1056456000
41,2730,0,1059084000
41,3561,1,1059084000
41,1056,0,1064340000
41,826,-1,1066968000
41,747,0,1066968000
41,727,0,1080108000
41,65,0,1080108000
41,218,0,1080108000
41,97,0,1082736000
41,896,-1,1082736000
41,672,0,1082736000
41,980,1,1082736000
41,1244,1,1082736000
41,4000,1,1093248000
41,1177,0,1093248000
41,600,1,1093248000
41,1178,0,1098504000
41,4000,-1,1098504000
41,826,0,1098504000
41,747,0,1098504000
41,982,0,1111644000
41,245,0,1111644000
41,2022,1,1111644000
41,173,1,1114272000
41,2715,1,1114272000
41,1233,0,1114272000
41,446,0,1127412000
41,91,0,1127412000
41,912,0,1127412000
41,481,1,1127412000
41,4845,0,1127412000
41,392,1,1127412000
41,1177,0,1127412000
41,1213,0,1130040000
41,454,0,1132668000
41,163,0,1132668000
41,1996,0,1132668000
41,382,0,1135296000
41,2005,0,1135296000
41,399,0,1135296000
41,496,0,1135296000
41,484,1,1137924000
41,6743,1,1137924000
41,1189,1,1137924000
41,61,0,1143180000
41,445,1,1143180000
41,173,1,1143180000
41,1179,0,1145808000
41,3739,1,1145808000
41,5858,1,1145808000
42,130,-1,885635999
42,197,1,885635999
42,1957,-1,948707999
42,239,-1,1114272000
43,18,0,885635999
43,44,0,885635999
43,45,0,885635999
43,673,0,893519999
43,654,0,893519999
43,442,0,906660000
43,1111,-1,906660000
43,1363,-1,906660000
43,91,0,914544000
43,125,0,914544000
43,2160,1,927684000
43,259,0,927684000
43,735,1,927684000
43,189,-1,927684000
43,2161,1,927684000
43,1116,1,927684000
43,1176,0,948707999
43,2925,1,969732000
43,1429,1,969732000
43,399,0,980243999
43,2142,1,980243999
43,2390,0,1001268000
43,3338,1,1001268000
43,2291,1,1030176000
43,2582,0,1030176000
43,4088,0,1064340000
43,2939,0,1064340000
43,2592,0,1064340000
43,901,0,1064340000
43,562,0,1095876000
43,2715,0,1095876000
43,2475,1,1127412000
43,4459,0,1127412000
43,1927,0,1127412000
43,1272,0,1132668000
43,2477,0,1132668000
43,5135,0,1132668000
43,1740,0,1132668000
43,1429,1,1132668000
43,70,0,1135296000
43,1200,0,1135296000
43,3557,0,1135296000
43,3923,0,1137924000
43,6093,0,1137924000
43,3306,0,1140552000
43,7193,1,1145808000
43,313,1,1145808000
44,66,0,885635999
44,151,1,885635999
44,131,0,885635999
